order_item_id,order_id,product_id,quantity,unit_price,discount_rate,customer_id,store_id,employee_id,order_date,channel,promotion_id,order_status,category,subcategory,supplier_id,unit_cost,gross_sales,cost,gross_profit,margin_pct
8837,2906,99,2,45.12,0.2,250,5,74,2025-04-29,Store,5.0,Completed,Apparel,Accessories,22,26.97,90.24,53.94,36.3,0.40226063829787234
8838,2907,93,2,208.62,0.15,580,10,78,2024-04-30,Store,2.0,Completed,Apparel,Men,21,194.67,417.24,389.34,27.900000000000034,0.06686798964624685
8839,2908,19,2,197.52,0.25,686,7,18,2025-08-21,Store,11.0,Completed,Electronics,Laptops,8,190.62,395.04,381.24,13.800000000000011,0.03493317132442287
8840,2908,99,4,42.3,0.25,686,7,18,2025-08-21,Store,11.0,Completed,Apparel,Accessories,22,26.97,169.2,107.88,61.31999999999999,0.36241134751773046
8841,2909,166,2,216.68,0.1,725,1,65,2025-07-06,Online,5.0,Completed,Beauty,Personal Care,2,105.96,433.36,211.92,221.44000000000003,0.5109839394498801
8842,2909,62,1,322.97,0.1,725,1,65,2025-07-06,Online,5.0,Completed,Home,Kitchen,7,210.98,322.97,210.98,111.99000000000004,0.3467504721800787
8843,2909,13,1,53.77,0.1,725,1,65,2025-07-06,Online,5.0,Completed,Electronics,Accessories,12,27.43,53.77,27.43,26.340000000000003,0.4898642365631393
8844,2909,125,4,35.18,0.2,725,1,65,2025-07-06,Online,5.0,Completed,Sports,Outdoor,7,20.78,140.72,83.12,57.599999999999994,0.4093234792495736
8845,2909,5,2,343.61,0.1,725,1,65,2025-07-06,Online,5.0,Completed,Electronics,Audio,14,184.4,687.22,368.8,318.42,0.4633450714472804
8846,2910,157,4,226.53,0.15000000000000002,751,2,40,2025-01-31,Online,5.0,Completed,Beauty,Fragrance,5,133.11,906.12,532.44,373.67999999999995,0.41239570917759233
8847,2910,141,3,104.78,0.15000000000000002,751,2,40,2025-01-31,Online,5.0,Completed,Sports,Team Sports,7,96.82,314.34000000000003,290.46,23.880000000000052,0.07596869631609102
8848,2911,103,1,123.99,0.15,418,9,8,2024-05-08,Store,9.0,Completed,Apparel,Accessories,4,68.63,123.99,68.63,55.36,0.4464876199693524
8849,2912,65,1,364.4,0.2,101,11,63,2024-03-07,Online,15.0,Completed,Home,Decor,5,212.45,364.4,212.45,151.95,0.41698682766191
8850,2912,103,3,116.7,0.2,101,11,63,2024-03-07,Online,15.0,Completed,Apparel,Accessories,4,68.63,350.1,205.89,144.21000000000004,0.4119108826049701
8851,2912,141,1,98.62,0.2,101,11,63,2024-03-07,Online,15.0,Completed,Sports,Team Sports,7,96.82,98.62,96.82,1.8000000000000114,0.01825187588724408
8852,2912,80,3,42.83,0.2,101,11,63,2024-03-07,Online,15.0,Completed,Apparel,Footwear,13,39.56,128.49,118.68,9.810000000000002,0.07634835395750643
8853,2912,179,1,90.04,0.2,101,11,63,2024-03-07,Online,15.0,Completed,Beauty,Haircare,14,58.77,90.04,58.77,31.270000000000003,0.34729009329187027
8854,2913,153,1,46.04,0.2,1171,8,26,2025-05-20,Online,5.0,Cancelled,Beauty,Fragrance,3,35.45,46.04,35.45,10.589999999999996,0.2300173761946133
8855,2913,34,2,353.91,0.15000000000000002,1171,8,26,2025-05-20,Online,5.0,Cancelled,Electronics,Laptops,24,202.07,707.82,404.14,303.68000000000006,0.4290356305275353
8856,2913,65,4,364.4,0.2,1171,8,26,2025-05-20,Online,5.0,Cancelled,Home,Decor,5,212.45,1457.6,849.8,607.8,0.41698682766191
8857,2913,87,4,90.7,0.1,1171,8,26,2025-05-20,Online,5.0,Cancelled,Apparel,Women,5,49.95,362.8,199.8,163.0,0.4492833517089305
8858,2914,134,2,102.29,0.25,104,5,38,2024-05-11,Mobile,14.0,Completed,Sports,Cycling,9,89.94,204.58,179.88,24.700000000000017,0.12073516472773495
8859,2914,69,1,41.05,0.25,104,5,38,2024-05-11,Mobile,14.0,Completed,Home,Furniture,6,24.05,41.05,24.05,16.999999999999996,0.4141291108404384
8860,2915,33,4,193.91,0.1,1076,3,50,2025-05-31,Online,4.0,Completed,Electronics,Laptops,3,162.19,775.64,648.76,126.88,0.16358104275179206
8861,2916,65,2,409.95,0.1,1130,2,72,2024-04-24,Online,5.0,Completed,Home,Decor,5,212.45,819.9,424.9,395.0,0.4817660690328089
8862,2916,108,3,245.6,0.15000000000000002,1130,2,72,2024-04-24,Online,5.0,Completed,Apparel,Women,1,200.73,736.8,602.1899999999999,134.61,0.1826954397394137
8863,2916,171,3,133.51,0.1,1130,2,72,2024-04-24,Online,5.0,Completed,Beauty,Haircare,6,94.0,400.53,282.0,118.52999999999997,0.29593288892217806
8864,2916,111,2,206.34,0.2,1130,2,72,2024-04-24,Online,5.0,Completed,Sports,Team Sports,5,177.73,412.68,355.46,57.22000000000003,0.13865464766889607
8865,2916,12,1,195.16,0.2,1130,2,72,2024-04-24,Online,5.0,Completed,Electronics,Accessories,21,161.29,195.16,161.29,33.870000000000005,0.17354990776798526
8866,2917,23,1,244.06,0.35,630,3,49,2024-10-21,Store,11.0,Completed,Electronics,Audio,19,170.25,244.06,170.25,73.81,0.30242563304105546
8867,2917,33,4,161.59,0.25,630,3,49,2024-10-21,Store,11.0,Completed,Electronics,Laptops,3,162.19,646.36,648.76,-2.3999999999999773,-0.0037131010582337662
8868,2917,16,2,99.34,0.25,630,3,49,2024-10-21,Store,11.0,Completed,Electronics,Monitors,3,59.97,198.68,119.94,78.74000000000001,0.3963156835111738
8869,2917,112,3,192.44,0.25,630,3,49,2024-10-21,Store,11.0,Completed,Sports,Team Sports,1,118.49,577.3199999999999,355.46999999999997,221.84999999999997,0.3842756183745583
8870,2917,27,1,82.41,0.25,630,3,49,2024-10-21,Store,11.0,Completed,Electronics,Laptops,1,60.66,82.41,60.66,21.75,0.2639242810338551
8871,2918,143,4,125.75,0.15,969,10,71,2025-05-19,Store,10.0,Completed,Sports,Outdoor,10,85.67,503.0,342.68,160.32,0.318727634194831
8872,2918,87,1,75.59,0.25,969,10,71,2025-05-19,Store,10.0,Completed,Apparel,Women,5,49.95,75.59,49.95,25.64,0.3391983066543193
8873,2918,7,1,200.86,0.2,969,10,71,2025-05-19,Store,10.0,Completed,Electronics,Accessories,8,143.54,200.86,143.54,57.32000000000002,0.2853728965448572
8874,2919,33,2,140.04,0.35,193,2,77,2024-10-17,Store,8.0,Completed,Electronics,Laptops,3,162.19,280.08,324.38,-44.30000000000001,-0.15816909454441594
8875,2919,139,3,302.46,0.25,193,2,77,2024-10-17,Store,8.0,Completed,Sports,Outdoor,6,203.03,907.3799999999999,609.09,298.28999999999985,0.3287376843218937
8876,2920,143,3,118.35,0.2,485,11,63,2025-01-07,Store,7.0,Completed,Sports,Outdoor,10,85.67,355.04999999999995,257.01,98.03999999999996,0.27613012251795516
8877,2920,6,1,44.69,0.2,485,11,63,2025-01-07,Store,7.0,Completed,Electronics,Monitors,4,38.57,44.69,38.57,6.119999999999997,0.13694338778250162
8878,2920,45,1,162.51,0.1,485,11,63,2025-01-07,Store,7.0,Completed,Home,Kitchen,13,83.28,162.51,83.28,79.22999999999999,0.4875392283551781
8879,2920,178,2,45.29,0.1,485,11,63,2025-01-07,Store,7.0,Completed,Beauty,Haircare,12,30.09,90.58,60.18,30.4,0.3356149260322367
8880,2920,105,4,176.26,0.1,485,11,63,2025-01-07,Store,7.0,Completed,Apparel,Men,14,103.89,705.04,415.56,289.47999999999996,0.41058663338250306
8881,2921,148,1,140.69,0.25,865,1,76,2024-12-22,Online,11.0,Completed,Beauty,Skincare,16,126.06,140.69,126.06,14.629999999999995,0.10398749022673962
8882,2921,177,2,189.38,0.3,865,1,76,2024-12-22,Online,11.0,Completed,Beauty,Fragrance,1,115.27,378.76,230.54,148.22,0.3913296018586968
8883,2921,89,2,100.44,0.25,865,1,76,2024-12-22,Online,11.0,Completed,Apparel,Men,6,100.89,200.88,201.78,-0.9000000000000057,-0.004480286738351283
8884,2921,81,1,256.28,0.25,865,1,76,2024-12-22,Online,11.0,Completed,Apparel,Accessories,7,179.68,256.28,179.68,76.59999999999997,0.2988918370532229
8885,2921,47,2,56.15,0.35,865,1,76,2024-12-22,Online,11.0,Completed,Home,Kitchen,18,46.81,112.3,93.62,18.679999999999993,0.16634016028495097
8886,2922,67,1,262.45,0.25,580,10,90,2025-05-02,Store,1.0,Completed,Home,Cleaning,9,196.8,262.45,196.8,65.64999999999998,0.25014288435892545
8887,2922,76,4,106.11,0.3,580,10,90,2025-05-02,Store,1.0,Completed,Apparel,Men,8,101.41,424.44,405.64,18.80000000000001,0.044293657525209716
8888,2922,164,4,155.53,0.25,580,10,90,2025-05-02,Store,1.0,Completed,Beauty,Skincare,19,122.23,622.12,488.92,133.2,0.2141066032276731
8889,2923,174,3,242.79,0.3,1112,2,40,2024-01-04,Store,3.0,Completed,Beauty,Fragrance,9,146.54,728.37,439.62,288.75,0.39643313151283
8890,2923,45,4,135.43,0.25,1112,2,40,2024-01-04,Store,3.0,Completed,Home,Kitchen,13,83.28,541.72,333.12,208.60000000000002,0.38506977774496054
8891,2923,180,3,108.11,0.3,1112,2,40,2024-01-04,Store,3.0,Completed,Beauty,Personal Care,10,83.71,324.33,251.13,73.19999999999999,0.22569605031911938
8892,2923,177,1,189.38,0.3,1112,2,40,2024-01-04,Store,3.0,Completed,Beauty,Fragrance,1,115.27,189.38,115.27,74.11,0.3913296018586968
8893,2924,160,1,176.7,0.25,241,8,34,2024-07-05,Online,1.0,Completed,Beauty,Haircare,20,186.27,176.7,186.27,-9.570000000000022,-0.0541595925297115
8894,2924,161,1,191.07,0.25,241,8,34,2024-07-05,Online,1.0,Completed,Beauty,Personal Care,21,159.55,191.07,159.55,31.519999999999982,0.16496571936986437
8895,2924,178,1,37.74,0.25,241,8,34,2024-07-05,Online,1.0,Completed,Beauty,Haircare,12,30.09,37.74,30.09,7.650000000000002,0.20270270270270274
8896,2925,114,4,30.8,0.1,1104,3,70,2025-09-18,Mobile,16.0,Completed,Sports,Team Sports,11,20.29,123.2,81.16,42.040000000000006,0.3412337662337663
8897,2925,77,4,444.76,0.1,1104,3,70,2025-09-18,Mobile,16.0,Completed,Apparel,Footwear,19,217.73,1779.04,870.92,908.12,0.5104550768954043
8898,2926,151,3,223.47,0.05,584,10,90,2024-03-21,Online,12.0,Completed,Beauty,Skincare,2,162.37,670.41,487.11,183.29999999999995,0.273414776032577
8899,2926,3,4,228.2,0.05,584,10,90,2024-03-21,Online,12.0,Completed,Electronics,Accessories,5,123.71,912.8,494.84,417.96,0.45788781770376863
8900,2926,113,2,220.16,0.05,584,10,90,2024-03-21,Online,12.0,Completed,Sports,Fitness,6,185.24,440.32,370.48,69.83999999999997,0.1586119186046511
8901,2927,91,2,342.5,0.15000000000000002,290,8,69,2025-05-06,Online,5.0,Cancelled,Apparel,Accessories,8,187.7,685.0,375.4,309.6,0.45197080291970804
8902,2928,141,4,92.45,0.25,1189,4,10,2024-11-30,Store,14.0,Completed,Sports,Team Sports,7,96.82,369.8,387.28,-17.47999999999996,-0.04726879394267161
8903,2928,120,1,260.1,0.25,1189,4,10,2024-11-30,Store,14.0,Completed,Sports,Cycling,9,178.25,260.1,178.25,81.85000000000002,0.31468665897731646
8904,2928,80,4,40.16,0.25,1189,4,10,2024-11-30,Store,14.0,Completed,Apparel,Footwear,13,39.56,160.64,158.24,2.3999999999999773,0.014940239043824561
8905,2928,112,2,179.61,0.3,1189,4,10,2024-11-30,Store,14.0,Completed,Sports,Team Sports,1,118.49,359.22,236.98,122.24000000000004,0.3402928567451702
8906,2929,132,1,140.89,0.25,26,7,31,2024-11-20,Store,3.0,Completed,Sports,Team Sports,13,138.84,140.89,138.84,2.049999999999983,0.014550358435658906
8907,2929,134,2,95.47,0.3,26,7,31,2024-11-20,Store,3.0,Completed,Sports,Cycling,9,89.94,190.94,179.88,11.060000000000002,0.0579239551691631
8908,2929,171,4,111.26,0.25,26,7,31,2024-11-20,Store,3.0,Completed,Beauty,Haircare,6,94.0,445.04,376.0,69.04000000000002,0.15513212295524
8909,2929,141,2,80.13,0.35,26,7,31,2024-11-20,Store,3.0,Completed,Sports,Team Sports,7,96.82,160.26,193.64,-33.379999999999995,-0.20828653438162983
8910,2929,156,2,105.9,0.3,26,7,31,2024-11-20,Store,3.0,Completed,Beauty,Fragrance,6,105.56,211.8,211.12,0.6800000000000068,0.003210576015108625
8911,2930,141,3,80.13,0.35,265,9,33,2024-01-19,Store,3.0,Cancelled,Sports,Team Sports,7,96.82,240.39,290.46,-50.06999999999999,-0.20828653438162983
8912,2930,83,4,269.45,0.3,265,9,33,2024-01-19,Store,3.0,Cancelled,Apparel,Footwear,23,164.88,1077.8,659.52,418.28,0.38808684357023565
8913,2930,113,2,150.64,0.35,265,9,33,2024-01-19,Store,3.0,Cancelled,Sports,Fitness,6,185.24,301.28,370.48,-69.20000000000005,-0.22968667020711647
8914,2931,45,1,180.57,0.0,1195,12,11,2025-08-10,Online,,Completed,Home,Kitchen,13,83.28,180.57,83.28,97.28999999999999,0.5387938195713573
8915,2931,120,3,346.8,0.0,1195,12,11,2025-08-10,Online,,Completed,Sports,Cycling,9,178.25,1040.4,534.75,505.6500000000001,0.4860149942329874
8916,2931,81,1,341.71,0.0,1195,12,11,2025-08-10,Online,,Completed,Apparel,Accessories,7,179.68,341.71,179.68,162.02999999999997,0.47417400719908687
8917,2932,113,4,173.81,0.25,291,6,17,2025-12-22,Online,9.0,Completed,Sports,Fitness,6,185.24,695.24,740.96,-45.72000000000003,-0.06576146366722287
8918,2932,52,3,67.23,0.15,291,6,17,2025-12-22,Online,9.0,Completed,Home,Decor,10,45.13,201.69,135.39000000000001,66.29999999999998,0.32872229659378244
8919,2933,119,4,110.57,0.25,478,9,37,2024-07-15,Online,15.0,Cancelled,Sports,Outdoor,6,72.41,442.28,289.64,152.64,0.3451207379940309
8920,2933,72,1,90.89,0.2,478,9,37,2024-07-15,Online,15.0,Cancelled,Home,Cleaning,7,89.89,90.89,89.89,1.0,0.011002310485201892
8921,2934,40,2,121.27,0.3,788,2,44,2025-08-15,Online,14.0,Completed,Home,Furniture,15,88.8,242.54,177.6,64.94,0.26774964954234354
8922,2935,114,1,29.09,0.15000000000000002,52,6,17,2025-01-10,Store,4.0,Completed,Sports,Team Sports,11,20.29,29.09,20.29,8.8,0.3025094534204194
8923,2935,3,4,216.19,0.1,52,6,17,2025-01-10,Store,4.0,Completed,Electronics,Accessories,5,123.71,864.76,494.84,369.92,0.42777186733891487
8924,2935,9,2,173.66,0.1,52,6,17,2025-01-10,Store,4.0,Completed,Electronics,Monitors,16,131.07,347.32,262.14,85.18,0.24524933778647937
8925,2935,109,3,118.21,0.1,52,6,17,2025-01-10,Store,4.0,Completed,Sports,Outdoor,24,86.96,354.63,260.88,93.75,0.2643600372218932
8926,2936,170,2,14.07,0.1,1049,10,66,2024-11-22,Store,4.0,Completed,Beauty,Personal Care,11,9.82,28.14,19.64,8.5,0.30206112295664533
8927,2936,47,3,77.74,0.1,1049,10,66,2024-11-22,Store,4.0,Completed,Home,Kitchen,18,46.81,233.21999999999997,140.43,92.78999999999996,0.39786467712889106
8928,2937,69,2,35.58,0.35,304,1,21,2025-05-10,Online,14.0,Completed,Home,Furniture,6,24.05,71.16,48.1,23.059999999999995,0.3240584598088813
8929,2938,152,3,52.72,0.25,559,9,20,2024-02-23,Store,6.0,Completed,Beauty,Skincare,13,37.86,158.16,113.58,44.58,0.281866464339909
8930,2938,131,3,100.33,0.15,559,9,20,2024-02-23,Store,6.0,Completed,Sports,Outdoor,14,74.95,300.99,224.85000000000002,76.13999999999999,0.252965214791189
8931,2939,76,2,144.01,0.05,276,12,11,2024-01-19,Online,12.0,Cancelled,Apparel,Men,8,101.41,288.02,202.82,85.19999999999999,0.29581279077841816
8932,2939,74,1,287.91,0.1,276,12,11,2024-01-19,Online,12.0,Cancelled,Apparel,Men,4,211.48,287.91,211.48,76.43000000000004,0.2654649022263903
8933,2940,77,3,395.34,0.2,65,9,68,2024-08-28,Online,17.0,Completed,Apparel,Footwear,19,217.73,1186.02,653.1899999999999,532.83,0.4492588657864117
8934,2940,72,2,90.89,0.2,65,9,68,2024-08-28,Online,17.0,Completed,Home,Cleaning,7,89.89,181.78,179.78,2.0,0.011002310485201892
8935,2940,99,4,39.48,0.30000000000000004,65,9,68,2024-08-28,Online,17.0,Completed,Apparel,Accessories,22,26.97,157.92,107.88,50.03999999999999,0.31686930091185406
8936,2941,127,3,98.03,0.25,866,10,90,2024-11-06,Online,6.0,Completed,Sports,Cycling,21,101.66,294.09000000000003,304.98,-10.889999999999986,-0.03702948077119244
8937,2941,99,3,45.12,0.2,866,10,90,2024-11-06,Online,6.0,Completed,Apparel,Accessories,22,26.97,135.35999999999999,80.91,54.44999999999999,0.4022606382978723
8938,2941,176,1,19.06,0.15,866,10,90,2024-11-06,Online,6.0,Completed,Beauty,Fragrance,11,10.14,19.06,10.14,8.919999999999998,0.4679958027282266
8939,2942,114,4,25.66,0.25,1021,8,14,2024-11-15,Online,1.0,Completed,Sports,Team Sports,11,20.29,102.64,81.16,21.480000000000004,0.20927513639906473
8940,2942,92,4,89.63,0.3,1021,8,14,2024-11-15,Online,1.0,Completed,Apparel,Women,11,70.54,358.52,282.16,76.35999999999996,0.21298672319535858
8941,2942,27,4,82.41,0.25,1021,8,14,2024-11-15,Online,1.0,Completed,Electronics,Laptops,1,60.66,329.64,242.64,87.0,0.2639242810338551
8942,2943,67,4,279.94,0.2,291,11,52,2024-03-29,Online,16.0,Completed,Home,Cleaning,9,196.8,1119.76,787.2,332.55999999999995,0.2969922126169893
8943,2943,164,4,165.9,0.2,291,11,52,2024-03-29,Online,16.0,Completed,Beauty,Skincare,19,122.23,663.6,488.92,174.68,0.2632308619650392
8944,2943,97,4,216.86,0.1,291,11,52,2024-03-29,Online,16.0,Completed,Apparel,Men,13,140.03,867.44,560.12,307.32000000000005,0.35428386977773685
8945,2943,51,2,252.28,0.15000000000000002,291,11,52,2024-03-29,Online,16.0,Completed,Home,Kitchen,19,154.12,504.56,308.24,196.32,0.3890914856508641
8946,2943,54,1,135.09,0.2,291,11,52,2024-03-29,Online,16.0,Completed,Home,Kitchen,17,111.59,135.09,111.59,23.5,0.17395810200607004
8947,2944,164,3,186.63,0.1,796,5,74,2025-03-24,Store,,Completed,Beauty,Skincare,19,122.23,559.89,366.69,193.2,0.3450677811713015
8948,2944,41,1,202.86,0.0,796,5,74,2025-03-24,Store,,Completed,Home,Furniture,20,116.64,202.86,116.64,86.22000000000001,0.425022182786158
8949,2944,18,1,129.21,0.0,796,5,74,2025-03-24,Store,,Completed,Electronics,Monitors,12,57.17,129.21,57.17,72.04,0.557541985914403
8950,2945,123,3,117.36,0.25,894,10,46,2024-03-01,Online,11.0,Cancelled,Sports,Fitness,10,74.45,352.08,223.35000000000002,128.72999999999996,0.3656271301976822
8951,2945,146,3,96.15,0.3,894,10,46,2024-03-01,Online,11.0,Cancelled,Beauty,Fragrance,19,94.89,288.45000000000005,284.67,3.7800000000000296,0.01310452418096734
8952,2945,56,1,159.86,0.25,894,10,46,2024-03-01,Online,11.0,Cancelled,Home,Cleaning,8,93.63,159.86,93.63,66.23000000000002,0.41430001251094717
8953,2945,17,4,70.38,0.25,894,10,46,2024-03-01,Online,11.0,Cancelled,Electronics,Audio,6,58.83,281.52,235.32,46.19999999999999,0.1641091219096334
8954,2945,69,2,41.05,0.25,894,10,46,2024-03-01,Online,11.0,Cancelled,Home,Furniture,6,24.05,82.1,48.1,33.99999999999999,0.4141291108404384
8955,2946,165,2,147.59,0.25,224,1,30,2024-01-18,Online,3.0,Completed,Beauty,Personal Care,7,98.59,295.18,197.18,98.0,0.33200081306321566
8956,2946,121,1,323.5,0.25,224,1,30,2024-01-18,Online,3.0,Completed,Sports,Outdoor,20,189.8,323.5,189.8,133.7,0.4132921174652241
8957,2946,27,3,82.41,0.25,224,1,30,2024-01-18,Online,3.0,Completed,Electronics,Laptops,1,60.66,247.23,181.98,65.25,0.2639242810338551
8958,2946,31,2,49.35,0.25,224,1,30,2024-01-18,Online,3.0,Completed,Electronics,Accessories,3,32.56,98.7,65.12,33.58,0.34022289766970615
8959,2947,29,4,244.01,0.15,963,9,2,2024-02-23,Store,10.0,Completed,Electronics,Monitors,5,143.16,976.04,572.64,403.4,0.4133027334945289
8960,2947,163,4,310.74,0.15,963,9,2,2024-02-23,Store,10.0,Completed,Beauty,Fragrance,23,216.91,1242.96,867.64,375.32000000000005,0.30195661968204934
8961,2947,140,2,237.0,0.15,963,9,2,2024-02-23,Store,10.0,Completed,Sports,Cycling,23,218.04,474.0,436.08,37.920000000000016,0.08000000000000003
8962,2947,62,3,305.02,0.15,963,9,2,2024-02-23,Store,10.0,Completed,Home,Kitchen,7,210.98,915.06,632.9399999999999,282.12,0.30830765195724874
8963,2948,149,3,136.47,0.2,878,4,45,2024-09-26,Store,15.0,Completed,Beauty,Haircare,2,79.35,409.40999999999997,238.04999999999998,171.35999999999999,0.4185535282479666
8964,2948,111,4,193.45,0.25,878,4,45,2024-09-26,Store,15.0,Completed,Sports,Team Sports,5,177.73,773.8,710.92,62.879999999999995,0.081261307831481
8965,2948,180,3,123.55,0.2,878,4,45,2024-09-26,Store,15.0,Completed,Beauty,Personal Care,10,83.71,370.65,251.13,119.51999999999998,0.3224605422905706
8966,2949,135,4,353.81,0.1,870,8,5,2025-09-22,Store,7.0,Completed,Sports,Cycling,7,217.99,1415.24,871.96,543.28,0.38387835278821963
8967,2950,53,3,98.79,0.3,387,8,69,2025-06-16,Store,1.0,Completed,Home,Decor,19,74.95,296.37,224.85000000000002,71.51999999999998,0.24131997165705024
8968,2950,55,4,189.55,0.35,387,8,69,2025-06-16,Store,1.0,Completed,Home,Cleaning,17,183.99,758.2,735.96,22.24000000000001,0.029332629912951737
8969,2950,3,2,180.16,0.25,387,8,69,2025-06-16,Store,1.0,Completed,Electronics,Accessories,5,123.71,360.32,247.42,112.9,0.31333259325044405
8970,2950,79,3,46.44,0.35,387,8,69,2025-06-16,Store,1.0,Completed,Apparel,Women,13,38.19,139.32,114.57,24.75,0.17764857881136953
8971,2950,155,3,202.85,0.25,387,8,69,2025-06-16,Store,1.0,Completed,Beauty,Personal Care,21,161.28,608.55,483.84000000000003,124.70999999999992,0.204929751047572
8972,2951,12,2,170.76,0.3,799,5,3,2024-03-21,Store,14.0,Completed,Electronics,Accessories,21,161.29,341.52,322.58,18.939999999999998,0.05545795268212696
8973,2951,32,4,86.33,0.35,799,5,3,2024-03-21,Store,14.0,Completed,Electronics,Laptops,10,70.73,345.32,282.92,62.39999999999998,0.18070195760454066
8974,2952,116,1,318.38,0.2,245,2,48,2025-06-07,Online,13.0,Completed,Sports,Outdoor,16,181.4,318.38,181.4,136.98,0.43024059300207296
8975,2953,124,4,34.55,0.25,1093,8,34,2024-07-24,Mobile,10.0,Completed,Sports,Outdoor,15,27.9,138.2,111.6,26.599999999999994,0.19247467438494933
8976,2953,114,3,29.09,0.15,1093,8,34,2024-07-24,Mobile,10.0,Completed,Sports,Team Sports,11,20.29,87.27,60.87,26.4,0.3025094534204194
8977,2953,144,1,100.4,0.25,1093,8,34,2024-07-24,Mobile,10.0,Completed,Sports,Cycling,12,88.67,100.4,88.67,11.730000000000004,0.11683266932270919
8978,2953,135,4,334.15,0.15,1093,8,34,2024-07-24,Mobile,10.0,Completed,Sports,Cycling,7,217.99,1336.6,871.96,464.6399999999999,0.3476283106389345
8979,2954,8,4,67.9,0.2,926,7,18,2025-09-07,Mobile,16.0,Completed,Electronics,Monitors,4,44.34,271.6,177.36,94.24000000000001,0.34698085419734903
8980,2954,170,1,14.07,0.1,926,7,18,2025-09-07,Mobile,16.0,Completed,Beauty,Personal Care,11,9.82,14.07,9.82,4.25,0.30206112295664533
8981,2954,99,4,47.94,0.15000000000000002,926,7,18,2025-09-07,Mobile,16.0,Completed,Apparel,Accessories,22,26.97,191.76,107.88,83.88,0.4374217772215269
8982,2955,151,1,199.95,0.15,876,9,28,2025-11-10,Store,9.0,Completed,Beauty,Skincare,2,162.37,199.95,162.37,37.579999999999984,0.1879469867466866
8983,2955,27,4,87.9,0.2,876,9,28,2025-11-10,Store,9.0,Completed,Electronics,Laptops,1,60.66,351.6,242.64,108.96000000000004,0.3098976109215018
8984,2955,91,4,322.35,0.2,876,9,28,2025-11-10,Store,9.0,Completed,Apparel,Accessories,8,187.7,1289.4,750.8,538.6000000000001,0.4177136652706686
8985,2956,169,3,91.92,0.1,73,2,27,2024-07-17,Online,4.0,Completed,Beauty,Personal Care,20,44.52,275.76,133.56,142.2,0.5156657963446475
8986,2956,15,1,213.63,0.15000000000000002,73,2,27,2024-07-17,Online,4.0,Completed,Electronics,Laptops,19,192.14,213.63,192.14,21.49000000000001,0.10059448579319388
8987,2957,6,3,53.07,0.05,238,5,67,2024-08-10,Store,12.0,Completed,Electronics,Monitors,4,38.57,159.21,115.71000000000001,43.5,0.27322404371584696
8988,2957,73,1,175.66,0.05,238,5,67,2024-08-10,Store,12.0,Completed,Apparel,Women,13,105.26,175.66,105.26,70.39999999999999,0.40077422293066145
8989,2957,146,3,116.76,0.15000000000000002,238,5,67,2024-08-10,Store,12.0,Completed,Beauty,Fragrance,19,94.89,350.28000000000003,284.67,65.61000000000001,0.18730729701952725
8990,2958,116,2,278.58,0.3,15,12,59,2024-03-10,Mobile,11.0,Completed,Sports,Outdoor,16,181.4,557.16,362.8,194.35999999999996,0.34884054849594365
8991,2958,51,1,207.76,0.3,15,12,59,2024-03-10,Mobile,11.0,Completed,Home,Kitchen,19,154.12,207.76,154.12,53.639999999999986,0.25818251829033495
8992,2958,94,2,94.13,0.25,15,12,59,2024-03-10,Mobile,11.0,Completed,Apparel,Accessories,7,52.63,188.26,105.26,82.99999999999999,0.4408796345479655
8993,2958,12,2,182.96,0.25,15,12,59,2024-03-10,Mobile,11.0,Completed,Electronics,Accessories,21,161.29,365.92,322.58,43.34000000000003,0.1184411893310014
8994,2959,150,2,227.77,0.25,963,10,66,2024-11-27,Online,1.0,Completed,Beauty,Haircare,16,172.76,455.54,345.52,110.02000000000004,0.24151556394608603
8995,2959,48,3,124.85,0.35,963,10,66,2024-11-27,Online,1.0,Completed,Home,Cleaning,14,99.84,374.54999999999995,299.52,75.02999999999997,0.20032038446135358
8996,2959,31,2,49.35,0.25,963,10,66,2024-11-27,Online,1.0,Completed,Electronics,Accessories,3,32.56,98.7,65.12,33.58,0.34022289766970615
8997,2959,148,2,140.69,0.25,963,10,66,2024-11-27,Online,1.0,Completed,Beauty,Skincare,16,126.06,281.38,252.12,29.25999999999999,0.10398749022673962
8998,2959,80,2,40.16,0.25,963,10,66,2024-11-27,Online,1.0,Completed,Apparel,Footwear,13,39.56,80.32,79.12,1.1999999999999886,0.014940239043824561
8999,2960,152,4,49.21,0.3,452,3,15,2024-09-22,Mobile,3.0,Completed,Beauty,Skincare,13,37.86,196.84,151.44,45.400000000000006,0.2306441780125991
9000,2961,61,2,207.3,0.2,635,12,59,2024-01-04,Online,13.0,Completed,Home,Cleaning,22,177.23,414.6,354.46,60.14000000000004,0.14505547515677772
9001,2961,78,4,258.24,0.25,635,12,59,2024-01-04,Online,13.0,Completed,Apparel,Men,21,157.87,1032.96,631.48,401.48,0.3886694547707559
9002,2961,98,3,129.58,0.2,635,12,59,2024-01-04,Online,13.0,Completed,Apparel,Accessories,18,118.3,388.74,354.9,33.84000000000003,0.08705047075165928
9003,2962,165,1,157.43,0.2,533,6,54,2024-11-03,Online,13.0,Completed,Beauty,Personal Care,7,98.59,157.43,98.59,58.84,0.37375341421584196
9004,2962,47,4,64.78,0.25,533,6,54,2024-11-03,Online,13.0,Completed,Home,Kitchen,18,46.81,259.12,187.24,71.88,0.2774004322321704
